,KMeans,GMM,FuzzyCMeans,Agglomerative,Spectral
68,0.0336151945990311,0.033075299168180604,0.03215361899605614,0.03314745711488601,0.03247688672962414
94,0.03361519459903109,0.03392593581157747,0.03215361899605614,0.03314745711488601,0.03239319903174613
60,0.03357781304388147,0.03377466349813701,0.032037254894128286,0.03314745711488601,0.0324081623692363
17,0.0336151945990311,0.0341002990763059,0.03215361899605614,0.03314745711488601,0.032449390947843326
1,0.0336151945990311,0.03331562011114534,0.03215361899605614,0.03314745711488601,0.0324081623692363
63,0.03365362005290742,0.03320438031664991,0.032016124174390294,0.03314745711488601,0.0325911290866401
11,0.033619682810651086,0.03325486920533297,0.032016124174390294,0.03314745711488601,0.032256338888870244
77,0.03361519459903109,0.03400331868322135,0.03215361899605614,0.03314745711488601,0.032408162369236306
4,0.03361519459903109,0.03378916873161966,0.03215361899605614,0.03314745711488601,0.03260278044636365
45,0.0336151945990311,0.03376024506327179,0.03215361899605614,0.03314745711488601,0.03226866353024472
24,0.033571237007889,0.03271749801867217,0.03215361899605614,0.03314745711488601,0.032440821273952654
15,0.033619682810651086,0.0335680487562292,0.03201612417439029,0.03314745711488601,0.032112258149717854
3,0.0336151945990311,0.033763146844243176,0.03215361899605614,0.03314745711488601,0.03241226932681723
42,0.0336151945990311,0.033763146844243176,0.03215361899605614,0.03314745711488601,0.03226866353024471
32,0.0336151945990311,0.03378950944399533,0.03215361899605614,0.03314745711488601,0.03227049556877448
21,0.03356673570949891,0.032698326289431194,0.032037254894128286,0.03314745711488601,0.032477086283429026
62,0.033619682810651086,0.033792536069737165,0.03215361899605614,0.03314745711488601,0.03258685873640953
7,0.03358685338687934,0.033780512403800804,0.03215361899605614,0.03314745711488601,0.03224818937885636
0,0.03361519459903109,0.03394467835132902,0.03215361899605614,0.03314745711488601,0.03254187428222787
78,0.0336151945990311,0.03378950944399532,0.03215361899605614,0.03314745711488601,0.032287109270830845
9,0.033451902885978116,0.03289536475462999,0.03215361899605614,0.03314745711488601,0.032256338888870244
61,0.03361519459903109,0.033757654467707704,0.03203372241871038,0.03314745711488601,0.032557177269205075
57,0.0336151945990311,0.03291892824658622,0.03215361899605614,0.03314745711488601,0.03251695820003475
84,0.033511222199007644,0.033763146844243176,0.03201612417439029,0.03314745711488601,0.03256670531431709
19,0.03361519459903109,0.03393543388247921,0.03215361899605614,0.03314745711488601,0.03239220639789717
56,0.033602673264117706,0.03376314684424317,0.03215361899605614,0.03314745711488601,0.03237723686266615
2,0.03349106338702033,0.033765939568802666,0.03215361899605614,0.03314745711488601,0.032456755945664745
14,0.0336151945990311,0.032785653739677144,0.03215361899605614,0.03314745711488601,0.03224351279238421
87,0.033635561499351256,0.03378950944399532,0.03215361899605614,0.03314745711488601,0.03255546699624
46,0.03353025997543581,0.033763146844243176,0.03215361899605614,0.03314745711488601,0.032284571795682726
