,KMeans,GMM,FuzzyCMeans,Agglomerative,Spectral
68,0.0209863392686498,0.021946206014551245,0.015058939356395028,0.007341798375217841,0.02035994130368354
94,0.021052042487720087,0.021946206014551245,0.014991123681607403,0.007341798375217841,0.020314850363092978
60,0.021052042487720083,0.021796126842074895,0.014991123681607403,0.007341798375217841,0.02029232413486281
17,0.021098151483709665,0.020701606578178117,0.015058939356395028,0.007341798375217841,0.020314850363092978
1,0.021202921703913247,0.021806947549240112,0.015058939356395028,0.007341798375217841,0.02045027719209187
63,0.021052042487720087,0.021993306919879538,0.015058939356395028,0.007341798375217841,0.02035994130368354
11,0.021155070631241436,0.020667910086405988,0.015058939356395028,0.007341798375217841,0.020428015534521293
77,0.021052042487720087,0.020727060468208235,0.015058939356395028,0.007341798375217841,0.02035994130368354
4,0.020839771395838175,0.02081704120777121,0.015058939356395028,0.007341798375217841,0.020337188627816454
45,0.021430295404462597,0.020747086363303576,0.015058939356395028,0.007341798375217841,0.02035994130368354
24,0.021052042487720083,0.020690621557521275,0.015058939356395028,0.007341798375217841,0.020428015534521293
15,0.021052042487720087,0.020748759466196146,0.015058939356395028,0.007341798375217841,0.02040543109945554
3,0.021430295404462597,0.021922675452227532,0.014991123681607403,0.007341798375217841,0.02033738941852404
42,0.021052042487720087,0.020883832954732708,0.015058939356395028,0.007341798375217841,0.02033738941852404
32,0.021052042487720083,0.02187565409293221,0.015058939356395028,0.007341798375217841,0.02033738941852404
21,0.021052042487720083,0.021960703435017114,0.015058939356395028,0.007341798375217841,0.02035994130368354
62,0.021052042487720087,0.02069062155752127,0.014991123681607403,0.007341798375217841,0.02029232413486281
7,0.021075090396497617,0.020727060468208235,0.015058939356395028,0.007341798375217841,0.02047289326381978
0,0.02139941427337355,0.020727060468208235,0.015058939356395028,0.007341798375217841,0.02048474369783442
78,0.021220648033084363,0.020727060468208235,0.015058939356395028,0.007341798375217841,0.020438681813934604
9,0.02120769908810421,0.020748759466196146,0.015058939356395028,0.007341798375217841,0.020428015534521293
61,0.020948522038036356,0.02201366802799073,0.014991123681607403,0.007341798375217841,0.020314850363092978
57,0.021409307888291044,0.021993306919879538,0.015058939356395028,0.007341798375217841,0.02029232413486281
84,0.021500063035312728,0.020701606578178117,0.015058939356395028,0.007341798375217841,0.02035994130368354
19,0.021052042487720087,0.021993306919879538,0.015058939356395028,0.007341798375217841,0.02033738941852404
56,0.021144313205216238,0.02187565409293221,0.015058939356395028,0.007341798375217841,0.02033738941852404
2,0.021156307722239705,0.02140007065930216,0.015058939356395028,0.007341798375217841,0.02048474369783442
14,0.02120769908810421,0.021969749836071,0.015058939356395028,0.007341798375217841,0.02040543109945554
87,0.021052042487720083,0.020727060468208235,0.015058939356395028,0.007341798375217841,0.020416167597662755
46,0.021052042487720087,0.022049779973445958,0.015058939356395028,0.007341798375217841,0.020405083573268527
