,3,2
0,0.4399830582891575,0.3678328481364272
1,0.4306593905660009,0.3688869303611854
2,0.4400334861748454,0.3689339685797375
3,0.4357886357944339,0.3644522309287497
4,0.4306830146329748,0.36564190914752
5,0.4399830582891575,0.365670026773057
6,0.4358610676831986,0.3680050463938992
7,0.4399830582891575,0.3653333814806407
8,0.4306593905660009,0.4020431716379118
9,0.4358610676831986,0.3656092527672619
10,0.4398490641762396,0.3680361660309386
11,0.4358610676831986,0.3690308993429081
12,0.4306830146329748,0.4029072217671479
13,0.4399830582891575,0.365670026773057
14,0.4373987405113304,0.4020598839187735
15,0.4399575094348621,0.4020320789288816
16,0.4399830582891575,0.36564190914752
17,0.4399575094348621,0.4020192766526688
18,0.4306830146329748,0.3680361660309386
19,0.4306593905660009,0.3656092527672619
20,0.4399575094348621,0.4020314162130058
21,0.4357886357944339,0.3637792192566891
22,0.4399830582891575,0.367795122973602
23,0.4306327435836281,0.4020201216659192
24,0.4306593905660009,0.3656092527672619
25,0.4399830582891575,0.3680050463938992
26,0.4399830582891575,0.4020201216659192
27,0.4399830582891575,0.3689339685797375
28,0.4374800318004437,0.3655798900912557
mean,0.43651590344672014,0.3765250278335785
