,3,4,2,5
0,0.4399830582891575,0.3922454598219988,0.3678328481364272,0.3734881818311724
1,0.4306593905660009,0.3906710702886274,0.3688869303611854,0.376605931189738
2,0.4400334861748454,0.3922304397534538,0.3689339685797375,0.373609009922778
3,0.4357886357944339,0.3906710702886274,0.3644522309287497,0.3735425299400372
4,0.4306830146329748,0.3813684619430049,0.36564190914752,0.3735418000842957
5,0.4399830582891575,0.3814058517281373,0.365670026773057,0.3735418000842957
6,0.4358610676831986,0.3907273100006913,0.3680050463938992,0.3765873291986699
7,0.4399830582891575,0.3906710702886274,0.3653333814806407,0.3759097304648291
8,0.4306593905660009,0.3923536818778583,0.4020431716379118,0.3765766845385429
9,0.4358610676831986,0.3922304397534538,0.3656092527672619,0.3765873291986699
10,0.4398490641762396,0.3814125794475433,0.3680361660309386,0.3734881818311724
11,0.4358610676831986,0.3907720134462643,0.3690308993429081,0.3763014725640897
12,0.4306830146329748,0.3907990142817267,0.4029072217671479,0.376605931189738
13,0.4399830582891575,0.3906502167156015,0.365670026773057,0.376605931189738
14,0.4373987405113304,0.3922422371161816,0.4020598839187735,0.3737797417019144
15,0.4399575094348621,0.3907932504016173,0.4020320789288816,0.376545445666702
16,0.4399830582891575,0.3922304397534538,0.36564190914752,0.3744251949656554
17,0.4399575094348621,0.3922454598219988,0.4020192766526688,0.3751475939843066
18,0.4306830146329748,0.3906502167156015,0.3680361660309386,0.3764996242912562
19,0.4306593905660009,0.3906502167156015,0.3656092527672619,0.3735423960811773
20,0.4399575094348621,0.3922245438207017,0.4020314162130058,0.3765968520153628
21,0.4357886357944339,0.3922077374116842,0.3637792192566891,0.3734241344074112
22,0.4399830582891575,0.3923343380365136,0.367795122973602,0.3749641659699391
23,0.4306327435836281,0.3906710702886274,0.4020201216659192,0.3734241344074112
24,0.4306593905660009,0.3922454598219988,0.3656092527672619,0.3735062881508798
25,0.4399830582891575,0.3922077374116842,0.3680050463938992,0.3734241344074112
26,0.4399830582891575,0.3908430645153475,0.4020201216659192,0.3735544765051831
27,0.4399830582891575,0.3922454598219988,0.3689339685797375,0.3736674484935002
28,0.4374800318004437,0.3922077374116842,0.3655798900912557,0.373495772690544
29,0.4365159034467202,0.3904899189207004,0.3765250278335785,0.3747927326540144
30,0.4365159034467201,0.3904899189207003,0.3765250278335784,0.3747927326540144
mean,0.43651590344672014,0.39048991892070034,0.37652502783357844,0.3747927326540145
