,3,2
0,0.4452462060899511,0.4022726375974877
1,0.4445263413432677,0.4022436371897048
2,0.4447491124507398,0.4022667277636688
3,0.4452220659949901,0.4027638979927641
4,0.44524010069576,0.4026530320598818
5,0.4446091955641461,0.4029725398460304
6,0.4451623130334531,0.4022841304259283
7,0.4452298866780759,0.4023766828196383
8,0.4452298866780759,0.4022771012828672
9,0.4452220659949901,0.4023692319973442
10,0.4450775080913083,0.4022937853647684
11,0.4445047272401626,0.4022667277636688
12,0.4444597037091446,0.4031820642942026
13,0.4452298866780759,0.4022771012828672
14,0.4447215610058063,0.4022937853647684
15,0.4446963164294138,0.4022726375974877
16,0.4452298866780759,0.4022726375974877
17,0.4448165567078976,0.4022726375974877
18,0.4452248919994304,0.4022667277636688
19,0.4452298866780759,0.4022726375974877
20,0.4450088097375274,0.4022937853647684
21,0.445000777961655,0.4022667277636688
22,0.4452497003927089,0.4022804915211516
23,0.4452406045665079,0.4030512700080773
24,0.4452295139509308,0.4022416110009195
25,0.4452298866780759,0.4022726375974877
26,0.4452406045665079,0.4022667277636688
27,0.4452308032836391,0.4022667277636688
28,0.4447870300484692,0.4022726375974877
mean,0.44502916658368485,0.4023918268131072
