,3,2
0,0.4400575510233579,0.4004575523408862
1,0.4400575510233579,0.4004109549401089
2,0.4400575510233579,0.4004575523408862
3,0.4401007602096249,0.4004109549401089
4,0.4400575510233579,0.4004575523408862
5,0.4400575510233579,0.4004109549401089
6,0.4401007602096249,0.4004565664100688
7,0.4400575510233579,0.4004109549401089
8,0.4400575510233579,0.4004575523408862
9,0.4401007602096249,0.4004109549401089
10,0.4401007602096249,0.4004109549401089
11,0.4400575510233579,0.4004109549401089
12,0.4401007602096249,0.4004109549401089
13,0.4400575510233579,0.4004565664100688
14,0.4401007602096249,0.4004109549401089
15,0.4401007602096249,0.4004575523408862
16,0.4400575510233579,0.4004109549401089
17,0.4401007602096249,0.4004109549401089
18,0.4400575510233579,0.4004575523408862
19,0.4401007602096249,0.4004565664100688
20,0.4400575510233579,0.4004109549401089
21,0.4401007602096249,0.4004109549401089
22,0.4401007602096249,0.4004109549401089
23,0.4400575510233579,0.4004565664100688
24,0.4400575510233579,0.4004109549401089
25,0.4400575510233579,0.4004109549401089
26,0.4401007602096249,0.4004109549401089
27,0.4401007602096249,0.4004109549401089
28,0.4400575510233579,0.4004565664100688
mean,0.44007692065858106,0.4004284598281938
