,p_value,stat,test,result
0,1.5766381317441246e-16,51619.15929550093,2 = 3,False
1,1.5766381317442575e-16,227.1985019657916,3 = 2,False
2,7.883190658721287e-17,227.1985019657916,3 > 2,False
