,p_value,stat,test,result
0,0.0,inf,3 = 4 = 5 = 2,False
1,0.0,-186631199791772.6,4 = 3,False
2,1.0,-186631199791772.6,4 > 3,True
3,0.0,-84197454801101.47,5 = 4,False
4,1.0,-84197454801101.47,5 > 4,True
5,0.0,-1081572495990559.0,2 = 5,False
6,1.0,-1081572495990559.0,2 > 5,True
