,p_value,stat,test,result
0,0.0,64821319.60949499,4 = 5 = 3 = 2,False
1,1.3563744282014482e-197,-14246.892635577426,5 = 4,False
2,1.0,-14246.892635577426,5 > 4,True
3,5.671059154316764e-113,-553.7626671762758,3 = 5,False
4,1.0,-553.7626671762758,3 > 5,True
5,6.193074717321111e-180,-7234.26684563616,2 = 3,False
6,1.0,-7234.26684563616,2 > 3,True
