,3,4,5,6
0,0.3952956185322333,0.3895961750942034,0.3870337379914639,0.3784593976997774
1,0.3952979950827529,0.3895890128449841,0.3870357648018447,0.3783165421782871
2,0.3952983161496279,0.3895924985734726,0.3870357648018447,0.3784902544762184
3,0.3953136765744663,0.3896592153618201,0.3870161189302542,0.3784815003853363
4,0.3952954870067814,0.3895852461220022,0.3870156128104937,0.3785072987057666
5,0.3953074718012564,0.3895868381191392,0.3869892206686398,0.3784767422927827
6,0.3952871775200072,0.3894963217468865,0.3871973895123416,0.3786645557863688
7,0.3952844710890223,0.3895819241227761,0.3869360928217537,0.3784916503855823
8,0.3952985996179933,0.3895873214054175,0.3870000555685302,0.3785666236445875
9,0.3952930872146197,0.3895819974947525,0.3869687716632566,0.378552931616484
10,0.3952916367801064,0.3895192781762681,0.3869921695527275,0.3786591407287327
11,0.3952916367801064,0.3896035838804154,0.3870357648018447,0.3784826406659055
12,0.3953158695958302,0.389597211973744,0.3872492185739396,0.3784128769743504
13,0.3953231757376487,0.3895192781762681,0.387040068822726,0.3785433882751433
14,0.3953133981887882,0.3895192781762681,0.3869679045135651,0.3785962884487684
15,0.3952904901755033,0.3896180828976392,0.3869426800055666,0.378790275904799
16,0.3952885246035347,0.3895760973810055,0.3871550829822644,0.3787259717398819
17,0.3953027031333235,0.3894900231538143,0.3871382194985057,0.3785362306830299
18,0.3952972106015237,0.3896060665031183,0.3869756743776142,0.3783476128196745
19,0.3953288215591231,0.3895192781762681,0.3870202827033544,0.3791737473045719
20,0.3952967288171876,0.3895192781762681,0.3870600535789968,0.3784017871025881
21,0.3953006820796612,0.3896084661955833,0.3869421596337367,0.3792554980213314
22,0.3953027309543633,0.3895812444957355,0.3869756743776142,0.3786122597119495
23,0.3952979950827529,0.3895787695996613,0.3872322017484763,0.3780945048609515
24,0.395339147512326,0.3894963217468865,0.3870357648018447,0.378469705261785
25,0.3952916367801064,0.3895686435681508,0.3876114394607646,0.3785218697936852
26,0.3953373563199959,0.3895930641225525,0.3868799126338429,0.3780588295014568
27,0.3952930872146197,0.3895871764114646,0.3876099600649967,0.3788548463592545
28,0.3952930872146197,0.3896060665031183,0.3870357648018447,0.3782903717143007
29,0.3953023386110304,0.3895711641448166,0.3870733974656775,0.3785460463118397
mean,0.3953023386110304,0.3895711641448167,0.3870733974656775,0.3785460463118397
