,p_value,stat,test,result
0,3.2356100040096624e-274,1499522.1184865448,3 = 5 = 4 = 6,False
1,1.1639030674938059e-130,-1091.8186486096513,5 = 3,False
2,1.0,-1091.8186486096513,5 > 3,True
3,3.2249453284380067e-96,-291.04930315884025,4 = 5,False
4,1.0,-291.04930315884025,4 > 5,True
5,3.277458163703438e-124,-852.4127704065572,6 = 4,False
6,1.0,-852.4127704065572,6 > 4,True
