,p_value,stat,test,result
0,1.3128508258119058e-86,1174.9807152785145,3 = 4 = 5 = 6,False
1,1.119488005044227e-154,-3304.5717512374376,4 = 3,False
2,1.0,-3304.5717512374376,4 > 3,True
3,1.7600763482297004e-09,-7.131853097970206,5 = 4,False
4,0.9999999991199618,-7.131853097970206,5 > 4,True
5,6.37278924293562e-11,-7.98971105159355,6 = 5,False
6,0.999999999968136,-7.98971105159355,6 > 5,True
