,p_value,stat,test,result
0,2.175298538828433e-193,67387.3976466881,3 = 4 = 5 = 6,False
1,1.6892691286763096e-120,-739.2218072528419,4 = 3,False
2,1.0,-739.2218072528419,4 > 3,True
3,4.6401497264658594e-63,-81.1986685172283,5 = 4,False
4,1.0,-81.1986685172283,5 > 4,True
5,9.444082505175978e-81,-160.6365439141596,6 = 5,False
6,1.0,-160.6365439141596,6 > 5,True
