,3,4,5,6
0,0.3905603141151457,0.3827250274987297,0.3821674266895347,0.3779244186108034
1,0.3905603141151457,0.3827250274987297,0.3786368106999925,0.3779090309104796
2,0.3905603141151457,0.3827445396237573,0.3821674266895347,0.3779201586759825
3,0.3905603141151457,0.3827250274987297,0.3820197606565322,0.3779090309104796
4,0.3905603141151457,0.3827250274987297,0.3821674266895347,0.377929039929785
5,0.3905603141151457,0.3827445396237573,0.3821674266895347,0.377914480544636
6,0.3905603141151457,0.3827250274987297,0.3821674266895347,0.3779090309104796
7,0.3905603141151457,0.3827250274987297,0.3786417396641234,0.3779090309104796
8,0.3905794803005389,0.3827445396237573,0.3821674266895347,0.3779201586759825
9,0.3905794803005389,0.3827445396237573,0.3786368106999925,0.3779090309104796
10,0.3905794803005389,0.3827250274987297,0.3786368106999925,0.3779090309104796
11,0.3905603141151457,0.3827250274987297,0.3821674266895347,0.3779090309104796
12,0.3905603141151457,0.3827250274987297,0.3821674266895347,0.377914480544636
13,0.3905794803005389,0.3827250274987297,0.3821674266895347,0.3779244186108034
14,0.3905603141151457,0.3827445396237573,0.3787417880953102,0.377914480544636
15,0.3905603141151457,0.3827445396237573,0.3786368106999925,0.3779090309104796
16,0.3905603141151457,0.3827250274987297,0.3786368106999925,0.377914480544636
17,0.3905603141151457,0.3827250274987297,0.3821674266895347,0.377914480544636
18,0.3905603141151457,0.3827250274987297,0.3821674266895347,0.377914480544636
19,0.3905794803005389,0.3827445396237573,0.3786368106999925,0.3779090309104796
20,0.3905603141151457,0.3827445396237573,0.3820197606565322,0.3779090309104796
21,0.3905603141151457,0.3827445396237573,0.3786417396641234,0.3779090309104796
22,0.3905794803005389,0.3827445396237573,0.3786368106999925,0.377914480544636
23,0.3905794803005389,0.3827445396237573,0.3786368106999925,0.3779090309104796
24,0.3905603141151457,0.3827445396237573,0.3787417880953102,0.3779201586759825
25,0.3905794803005389,0.3827250274987297,0.378655586527261,0.377914480544636
26,0.3905603141151457,0.3827445396237573,0.3821674266895347,0.3779090309104796
27,0.3905603141151457,0.3827445396237573,0.3821674266895347,0.3779090309104796
28,0.3905603141151457,0.3827445396237573,0.3786368106999925,0.3779090309104796
29,0.3905656013387024,0.3827351199771923,0.3804610347111405,0.3779134365928835
30,0.3905656013387023,0.3827351199771923,0.3804610347111405,0.3779134365928836
mean,0.39056560133870233,0.3827351199771924,0.38046103471114057,0.3779134365928836
